customer_id,region,age,household_size,tenure_months,contract_type,internet_service,monthly_charges,autopay,paperless_billing,streaming_services,support_tickets,late_payments,satisfaction_score,churned
CUST-02658,West,52,1,20,one-year,dsl,65.11,0,1,1,0,0,8.4,0
CUST-02659,South,33,3,49,month-to-month,fiber,118.73,1,0,4,0,1,8.4,0
CUST-02660,South,45,4,12,month-to-month,dsl,83.43,0,1,0,0,0,8.9,0
CUST-02661,West,38,5,32,two-year,fiber,102.16,0,1,0,1,0,7.7,0
CUST-02662,Midwest,68,5,56,two-year,dsl,56.28,0,0,0,1,2,8.1,0
CUST-02663,West,68,4,11,month-to-month,fiber,90.52,1,1,1,1,0,5.6,0
CUST-02664,South,27,5,36,month-to-month,dsl,87.09,0,1,2,1,1,6.5,1
CUST-02665,Northeast,37,1,16,one-year,fiber,106.93,1,1,4,1,0,7.0,0
CUST-02666,Northeast,42,1,39,one-year,none,111.19,0,1,1,0,0,9.6,0
CUST-02667,South,69,1,18,month-to-month,none,56.86,0,0,1,1,0,8.0,0
CUST-02668,Northeast,34,1,70,one-year,dsl,87.61,1,0,0,0,0,7.5,0
CUST-02669,Midwest,60,4,6,month-to-month,none,103.43,0,1,3,3,1,5.2,1
CUST-02670,Northeast,20,3,70,month-to-month,fiber,112.71,1,1,2,0,1,6.7,0
CUST-02671,Northeast,75,3,58,one-year,fiber,82.63,0,1,0,0,0,8.6,0
CUST-02672,Midwest,38,3,62,one-year,fiber,102.63,1,1,2,2,1,7.4,0
CUST-02673,Midwest,34,3,62,two-year,none,49.0,0,1,1,2,0,6.8,0
CUST-02674,Northeast,61,5,14,month-to-month,fiber,102.78,1,1,2,4,0,5.2,0
CUST-02675,Midwest,54,2,68,month-to-month,fiber,104.15,0,1,1,1,1,7.1,0
CUST-02676,South,49,2,43,month-to-month,dsl,87.67,1,1,3,2,1,9.2,0
CUST-02677,Northeast,73,1,70,month-to-month,fiber,107.27,0,1,0,1,0,7.1,0
CUST-02678,South,43,3,64,month-to-month,dsl,87.22,0,1,2,2,1,7.6,0
CUST-02679,West,50,2,42,month-to-month,fiber,86.12,1,0,3,2,0,6.8,0
CUST-02680,Midwest,46,2,27,month-to-month,dsl,96.83,0,1,0,1,0,8.3,0
CUST-02681,West,28,3,9,one-year,dsl,81.43,1,0,4,1,0,8.6,0
CUST-02682,West,36,5,8,month-to-month,dsl,108.81,1,1,3,2,0,7.1,1
CUST-02683,Northeast,54,4,29,month-to-month,fiber,112.71,1,1,1,0,0,8.8,0
CUST-02684,Northeast,25,1,59,one-year,fiber,107.58,1,1,2,0,0,9.6,0
CUST-02685,Midwest,61,2,37,month-to-month,fiber,129.29,1,0,3,0,0,8.3,0
CUST-02686,South,53,5,35,two-year,fiber,96.54,1,1,2,0,1,8.1,0
CUST-02687,South,56,2,18,month-to-month,dsl,90.82,0,0,3,0,0,8.6,0
CUST-02688,Northeast,66,5,41,month-to-month,fiber,91.65,1,1,4,4,0,7.5,0
CUST-02689,Northeast,47,5,46,two-year,fiber,78.36,0,1,1,1,0,6.5,0
CUST-02690,West,65,1,71,one-year,fiber,130.93,0,1,0,3,1,5.3,1
CUST-02691,Northeast,62,5,53,one-year,none,94.19,0,0,2,2,1,8.2,0
CUST-02692,West,32,4,44,one-year,fiber,125.03,0,1,2,0,0,7.8,1
CUST-02693,South,34,3,66,month-to-month,fiber,136.47,0,1,3,1,0,8.5,0
CUST-02694,Northeast,44,2,31,one-year,fiber,91.79,0,1,1,0,1,7.5,0
CUST-02695,Midwest,23,3,68,two-year,fiber,112.41,1,1,4,0,0,8.1,0
CUST-02696,Northeast,51,2,27,two-year,none,34.92,1,1,0,5,0,6.7,1
CUST-02697,South,72,4,10,month-to-month,fiber,105.64,1,1,2,1,0,8.3,0
CUST-02698,Northeast,66,3,31,month-to-month,dsl,85.48,0,0,2,0,0,6.9,0
CUST-02699,Northeast,61,3,10,one-year,dsl,87.27,0,1,3,2,0,7.7,0
CUST-02700,Northeast,29,5,9,month-to-month,dsl,94.12,1,1,1,0,1,7.4,0
CUST-02701,West,66,1,64,month-to-month,dsl,115.66,0,0,4,0,0,8.4,0
CUST-02702,Northeast,25,2,58,month-to-month,dsl,87.62,0,0,0,1,0,7.5,0
CUST-02703,Northeast,42,4,16,month-to-month,fiber,103.92,1,1,4,2,0,7.0,0
CUST-02704,Northeast,73,2,61,month-to-month,fiber,101.03,1,1,2,2,0,6.6,0
CUST-02705,Northeast,63,1,5,month-to-month,dsl,91.98,0,1,2,1,0,5.9,0
CUST-02706,Northeast,26,3,21,month-to-month,dsl,104.15,1,1,1,2,1,6.3,0
CUST-02707,Northeast,49,1,51,month-to-month,fiber,96.71,1,1,1,2,0,7.7,0
CUST-02708,Northeast,77,3,22,two-year,fiber,113.16,1,1,2,1,1,8.2,0
CUST-02709,South,44,1,53,month-to-month,fiber,110.35,0,0,1,1,0,6.7,1
CUST-02710,South,53,1,63,month-to-month,fiber,84.49,1,1,0,1,0,8.7,1
CUST-02711,Northeast,40,4,5,month-to-month,fiber,107.66,1,1,2,3,0,6.9,0
CUST-02712,South,47,1,2,month-to-month,fiber,110.42,0,1,2,1,0,8.0,0
CUST-02713,South,49,1,68,two-year,fiber,103.57,1,0,3,2,1,6.3,0
CUST-02714,South,29,1,38,two-year,dsl,84.45,1,1,2,1,0,9.6,0
CUST-02715,Northeast,74,3,37,month-to-month,dsl,85.5,0,1,2,3,0,6.8,1
CUST-02716,West,69,3,34,month-to-month,dsl,82.08,1,1,2,3,1,7.7,0
CUST-02717,South,24,3,32,month-to-month,dsl,56.15,1,1,2,2,1,6.3,1
CUST-02718,South,28,4,50,month-to-month,fiber,117.5,1,1,3,1,0,6.0,0
CUST-02719,Midwest,56,4,42,month-to-month,fiber,124.98,0,1,3,3,1,5.2,0
CUST-02720,South,42,4,12,month-to-month,dsl,86.58,1,1,4,1,0,8.6,0
CUST-02721,Midwest,58,5,46,month-to-month,dsl,79.24,0,0,2,0,0,7.0,1
CUST-02722,West,20,2,49,one-year,dsl,76.7,1,1,0,0,1,9.7,0
CUST-02723,West,63,1,9,month-to-month,dsl,113.42,1,1,2,1,0,7.0,0
CUST-02724,South,19,5,28,month-to-month,dsl,104.89,1,1,1,0,0,8.6,0
CUST-02725,Northeast,29,1,57,month-to-month,dsl,95.73,1,1,0,0,1,8.2,1
CUST-02726,Northeast,61,3,45,month-to-month,dsl,87.67,0,1,4,0,0,7.7,1
CUST-02727,Northeast,38,4,10,month-to-month,dsl,117.34,0,1,3,0,0,7.7,1
CUST-02728,Midwest,30,1,3,month-to-month,fiber,103.82,1,1,3,2,0,6.2,1
CUST-02729,South,70,5,42,month-to-month,fiber,109.44,0,0,3,1,1,8.9,0
CUST-02730,South,54,5,34,month-to-month,fiber,118.7,1,1,4,0,1,8.4,0
CUST-02731,Northeast,35,5,70,one-year,dsl,75.84,1,0,3,3,1,5.2,0
CUST-02732,Midwest,61,4,38,two-year,dsl,81.57,1,1,3,2,1,6.0,0
CUST-02733,West,26,4,68,month-to-month,fiber,101.06,0,1,3,2,1,7.1,0
CUST-02734,West,47,3,16,month-to-month,fiber,103.18,1,1,3,0,1,8.0,0
CUST-02735,South,29,4,33,one-year,dsl,94.86,0,0,3,2,1,5.3,0
CUST-02736,Midwest,57,1,11,one-year,fiber,61.4,1,1,0,1,1,10.0,0
CUST-02737,Midwest,34,2,42,month-to-month,dsl,81.12,1,1,2,4,0,3.5,1
CUST-02738,West,32,1,14,month-to-month,fiber,121.64,1,1,1,3,0,6.2,0
CUST-02739,South,33,1,36,month-to-month,fiber,118.25,1,1,4,2,2,6.6,0
CUST-02740,South,67,3,25,one-year,fiber,108.81,0,1,2,0,0,7.7,0
CUST-02741,South,69,4,14,month-to-month,fiber,108.84,1,1,2,3,1,7.1,0
CUST-02742,Northeast,30,5,7,month-to-month,fiber,99.86,1,0,2,1,0,8.1,1
CUST-02743,West,27,1,37,month-to-month,fiber,90.89,0,0,3,0,1,7.9,0
CUST-02744,South,53,4,69,month-to-month,fiber,115.51,1,1,3,0,0,8.2,0
CUST-02745,West,56,4,15,month-to-month,fiber,127.59,1,1,1,3,1,6.8,0
CUST-02746,South,68,1,30,one-year,dsl,95.28,1,0,4,2,1,7.0,0
CUST-02747,Midwest,67,2,17,month-to-month,fiber,142.91,1,0,3,2,0,5.8,0
CUST-02748,Midwest,65,4,59,month-to-month,fiber,77.86,0,1,1,1,0,8.3,0
CUST-02749,West,20,1,30,month-to-month,fiber,117.41,1,0,3,0,1,9.6,0
CUST-02750,Midwest,21,2,71,one-year,none,72.85,0,1,2,0,1,8.2,0
CUST-02751,Midwest,29,3,18,month-to-month,dsl,73.94,1,1,1,0,1,8.1,0
CUST-02752,South,40,1,6,month-to-month,none,73.21,0,1,4,1,0,7.4,0
CUST-02753,Northeast,62,1,42,month-to-month,none,73.71,1,0,1,3,0,5.4,0
CUST-02754,West,69,5,47,one-year,fiber,106.64,0,0,4,0,0,7.8,0
CUST-02755,West,61,1,72,one-year,dsl,108.66,0,0,3,1,1,8.2,0
CUST-02756,South,69,3,63,two-year,fiber,118.96,0,0,4,1,1,7.8,0
CUST-02757,Northeast,40,3,64,one-year,none,84.93,1,1,3,1,0,9.6,0
CUST-02758,West,56,4,46,month-to-month,fiber,101.48,0,1,3,0,0,8.7,0
CUST-02759,Northeast,26,5,26,month-to-month,fiber,97.88,0,0,0,4,0,5.4,1
CUST-02760,Northeast,24,1,31,month-to-month,none,88.24,0,1,4,0,0,8.6,0
CUST-02761,West,67,5,10,one-year,dsl,99.83,0,1,3,1,0,7.6,0
CUST-02762,Midwest,42,1,32,one-year,none,98.68,1,0,1,1,2,6.1,1
CUST-02763,Midwest,61,5,27,month-to-month,fiber,106.57,1,0,1,3,0,7.5,1
CUST-02764,Midwest,75,3,3,two-year,fiber,86.7,0,1,0,2,0,7.7,0
CUST-02765,Midwest,52,1,15,month-to-month,fiber,123.47,0,1,1,1,3,9.3,1
CUST-02766,Midwest,24,3,39,month-to-month,fiber,97.33,0,1,0,1,1,6.7,1
CUST-02767,Midwest,57,5,27,month-to-month,fiber,152.88,0,0,4,1,0,8.1,1
CUST-02768,West,66,3,72,two-year,fiber,73.73,0,1,2,2,1,6.3,0
CUST-02769,Northeast,34,1,35,two-year,dsl,87.3,0,0,3,0,1,7.3,0
CUST-02770,Midwest,43,4,70,month-to-month,fiber,112.37,0,0,4,1,1,9.3,0
CUST-02771,South,55,5,48,two-year,dsl,76.36,0,1,4,1,0,5.9,0
CUST-02772,Midwest,62,4,3,two-year,dsl,93.9,1,1,2,1,1,7.8,0
CUST-02773,Northeast,28,3,15,one-year,dsl,66.72,0,0,0,1,0,9.3,0
CUST-02774,West,21,4,51,two-year,fiber,79.42,1,0,3,1,0,6.6,0
CUST-02775,South,56,2,40,month-to-month,fiber,113.03,1,1,4,1,2,6.7,0
CUST-02776,Northeast,18,1,22,one-year,fiber,111.26,1,0,1,1,1,8.6,0
CUST-02777,Northeast,45,5,38,one-year,dsl,101.37,0,0,0,2,0,6.1,0
CUST-02778,Midwest,36,3,66,one-year,fiber,98.82,1,0,3,1,0,8.3,0
CUST-02779,South,44,4,28,month-to-month,fiber,98.86,1,0,3,4,0,5.3,0
CUST-02780,Midwest,70,3,4,one-year,none,76.76,1,1,0,3,1,7.9,0
CUST-02781,South,74,5,23,two-year,dsl,47.18,1,0,0,1,2,8.7,0
CUST-02782,South,58,3,68,month-to-month,dsl,93.63,0,1,2,1,0,7.0,0
CUST-02783,South,40,2,55,two-year,fiber,64.22,1,1,0,1,0,5.4,0
CUST-02784,Northeast,54,2,61,month-to-month,none,81.96,1,0,0,1,0,8.1,0
CUST-02785,Midwest,26,3,66,month-to-month,fiber,103.88,0,1,1,4,0,6.7,1
CUST-02786,Northeast,77,5,9,month-to-month,fiber,68.32,0,0,2,0,1,8.2,0
CUST-02787,West,70,1,21,one-year,none,85.0,1,1,4,0,1,8.7,0
CUST-02788,South,38,1,5,one-year,none,79.88,0,1,2,2,2,7.0,0
CUST-02789,Northeast,19,2,1,month-to-month,fiber,78.13,1,1,4,2,0,6.8,0
CUST-02790,Midwest,69,5,61,one-year,fiber,106.94,0,1,3,3,3,5.2,0
CUST-02791,Midwest,19,4,68,month-to-month,fiber,104.08,1,1,1,3,1,6.4,1
CUST-02792,Midwest,24,4,12,month-to-month,dsl,61.27,0,1,2,1,0,7.2,0
CUST-02793,South,18,3,52,two-year,dsl,78.78,1,1,0,0,1,8.9,0
CUST-02794,Northeast,28,3,39,one-year,fiber,114.62,1,0,4,1,0,7.2,0
CUST-02795,West,73,4,5,one-year,fiber,105.25,1,0,1,2,0,7.1,0
CUST-02796,South,46,1,66,one-year,dsl,102.11,0,0,4,3,0,6.7,0
CUST-02797,South,28,4,63,two-year,dsl,75.8,0,0,3,1,0,7.1,0
CUST-02798,Northeast,75,3,41,month-to-month,fiber,82.27,0,1,1,1,0,6.1,0
CUST-02799,West,42,5,51,month-to-month,dsl,81.53,0,1,2,0,0,8.5,0
CUST-02800,West,60,1,29,month-to-month,none,50.65,1,0,0,1,0,6.5,0
CUST-02801,Midwest,50,3,58,one-year,fiber,126.61,0,1,3,3,1,6.6,0
CUST-02802,Midwest,24,5,33,one-year,dsl,63.89,0,1,0,4,0,6.6,0
CUST-02803,Midwest,60,5,72,one-year,dsl,77.19,1,1,3,1,2,8.8,0
CUST-02804,Northeast,75,2,5,month-to-month,dsl,76.22,0,1,0,4,0,7.8,0
CUST-02805,South,76,4,13,month-to-month,dsl,54.33,0,1,0,2,0,8.0,0
CUST-02806,South,63,2,70,one-year,dsl,83.05,1,1,1,1,0,7.4,0
CUST-02807,South,58,4,21,two-year,fiber,98.81,0,0,0,3,2,5.9,1
CUST-02808,West,62,4,23,month-to-month,fiber,130.7,1,0,4,1,0,7.9,0
CUST-02809,West,76,3,57,month-to-month,dsl,102.89,1,1,4,2,2,6.5,0
CUST-02810,Midwest,51,1,14,month-to-month,fiber,106.56,0,0,4,2,0,7.0,0
CUST-02811,Northeast,72,4,37,month-to-month,fiber,105.38,1,0,3,0,1,9.1,0
CUST-02812,South,41,3,21,month-to-month,fiber,87.23,1,0,1,1,0,7.8,0
CUST-02813,Midwest,37,3,15,month-to-month,dsl,88.57,0,1,3,1,0,8.2,0
CUST-02814,Midwest,24,4,70,one-year,none,102.84,1,1,3,1,0,7.0,0
CUST-02815,Midwest,45,5,15,month-to-month,dsl,75.72,0,1,1,2,0,7.3,0
CUST-02816,South,55,2,7,month-to-month,dsl,95.27,1,1,4,2,0,5.6,0
CUST-02817,West,42,5,49,month-to-month,fiber,108.79,1,1,4,2,0,8.1,0
CUST-02818,West,25,1,63,two-year,fiber,89.26,0,1,1,1,0,7.6,0
CUST-02819,Midwest,44,4,10,month-to-month,none,55.74,1,1,2,2,0,5.8,0
CUST-02820,West,53,3,51,month-to-month,fiber,98.24,0,0,4,2,2,6.1,0
CUST-02821,Northeast,25,4,39,month-to-month,dsl,111.95,1,0,1,0,1,8.4,0
CUST-02822,Northeast,50,3,60,one-year,dsl,117.94,1,1,4,2,0,6.3,0
CUST-02823,Midwest,40,3,10,two-year,fiber,101.52,0,1,1,0,0,7.5,0
CUST-02824,Midwest,53,3,71,month-to-month,dsl,94.13,0,1,4,2,1,6.2,0
CUST-02825,Northeast,18,4,45,month-to-month,fiber,116.92,1,1,1,1,1,8.1,0
CUST-02826,West,67,2,61,month-to-month,fiber,91.89,0,1,3,0,0,6.1,0
CUST-02827,Midwest,41,2,27,one-year,fiber,85.02,0,0,2,0,1,8.4,0
CUST-02828,Northeast,42,3,68,two-year,fiber,92.51,0,1,1,1,1,7.3,1
CUST-02829,Midwest,24,2,46,month-to-month,fiber,96.06,1,1,2,2,0,8.0,0
CUST-02830,West,44,2,10,month-to-month,none,49.88,0,1,1,4,0,6.1,1
CUST-02831,West,41,1,67,one-year,fiber,82.45,1,0,3,1,1,9.0,0
CUST-02832,South,21,2,58,one-year,dsl,109.91,1,0,4,0,1,8.7,0
CUST-02833,West,52,3,22,month-to-month,dsl,85.65,0,1,2,2,0,5.7,1
CUST-02834,South,35,3,40,month-to-month,fiber,79.99,1,0,1,1,0,8.0,0
CUST-02835,West,39,4,28,month-to-month,fiber,116.69,0,0,3,1,0,7.8,1
CUST-02836,West,22,2,40,one-year,none,63.49,0,1,2,1,1,6.9,0
CUST-02837,South,56,4,70,one-year,dsl,77.36,1,1,4,2,0,6.9,0
CUST-02838,Midwest,26,3,65,one-year,none,42.0,0,0,1,2,0,5.0,0
CUST-02839,West,53,3,16,one-year,fiber,106.34,1,1,2,2,0,8.1,0
CUST-02840,South,43,1,70,month-to-month,dsl,74.35,1,0,2,1,0,7.5,1
CUST-02841,Midwest,62,4,32,month-to-month,dsl,111.51,0,1,4,0,0,7.4,1
CUST-02842,Midwest,42,4,51,month-to-month,none,82.99,1,1,0,1,0,6.7,0
CUST-02843,South,57,1,56,two-year,fiber,106.41,1,1,3,1,0,7.5,0
CUST-02844,Midwest,74,1,35,one-year,none,139.3,0,0,4,0,1,8.4,0
CUST-02845,South,33,4,33,month-to-month,fiber,104.82,1,1,1,2,1,7.0,0
CUST-02846,Midwest,25,2,33,month-to-month,dsl,84.62,1,1,2,1,1,7.1,1
CUST-02847,West,54,5,63,one-year,dsl,48.19,1,1,1,0,0,7.4,0
CUST-02848,Northeast,26,5,28,one-year,dsl,83.98,1,1,2,0,1,7.9,0
CUST-02849,Northeast,31,3,21,one-year,fiber,122.93,1,0,4,1,0,7.2,0
CUST-02850,Midwest,63,5,27,month-to-month,dsl,96.87,0,0,1,3,1,5.8,1
CUST-02851,West,59,3,15,two-year,fiber,85.53,0,1,1,2,0,7.7,0
CUST-02852,West,19,5,29,one-year,fiber,110.79,1,1,2,1,1,7.2,0
CUST-02853,South,53,1,9,one-year,dsl,85.85,1,0,2,1,0,9.4,0
CUST-02854,West,57,3,7,one-year,dsl,111.15,1,0,3,0,1,7.7,0
CUST-02855,West,37,5,53,two-year,fiber,103.25,0,0,0,0,0,6.7,0
CUST-02856,South,62,2,6,two-year,dsl,114.2,0,0,4,1,0,7.5,0
CUST-02857,Northeast,61,5,41,one-year,fiber,123.08,0,0,3,2,0,6.6,0
CUST-02858,West,55,5,57,month-to-month,dsl,120.14,0,1,4,1,0,10.0,1
CUST-02859,Northeast,33,4,53,month-to-month,dsl,91.92,1,0,2,1,0,7.2,0
CUST-02860,Northeast,35,4,33,one-year,dsl,90.08,0,1,2,1,1,6.1,0
CUST-02861,South,50,1,14,one-year,dsl,81.36,1,0,1,1,0,7.9,0
CUST-02862,West,24,5,68,month-to-month,dsl,133.26,1,0,4,0,0,8.0,0
CUST-02863,Midwest,42,5,61,month-to-month,fiber,89.12,1,1,0,1,0,6.5,0
CUST-02864,South,77,3,45,two-year,dsl,99.73,1,0,2,3,1,6.9,0
CUST-02865,Midwest,56,2,7,two-year,fiber,79.11,1,0,1,0,0,9.0,0
CUST-02866,West,69,3,3,two-year,fiber,127.35,1,1,3,2,0,7.4,0
CUST-02867,Northeast,37,5,23,month-to-month,dsl,107.49,1,0,4,0,0,7.9,1
CUST-02868,West,61,1,12,one-year,fiber,104.26,1,0,3,1,0,7.6,0
CUST-02869,Midwest,62,3,62,one-year,fiber,90.17,0,1,0,1,1,6.8,0
CUST-02870,West,29,1,15,month-to-month,none,75.78,0,1,1,3,1,4.8,1
CUST-02871,Northeast,31,5,21,month-to-month,fiber,79.99,1,1,0,2,1,8.1,0
CUST-02872,South,43,4,71,two-year,fiber,112.04,0,0,2,1,0,9.8,0
CUST-02873,South,56,5,59,month-to-month,fiber,89.54,1,0,0,2,0,6.1,0
CUST-02874,West,60,5,16,one-year,fiber,84.09,0,1,3,1,1,6.9,0
CUST-02875,Midwest,76,1,28,one-year,dsl,112.45,1,1,2,2,1,6.1,1
CUST-02876,South,24,3,38,one-year,dsl,90.59,0,0,1,1,1,8.2,0
CUST-02877,Northeast,56,5,48,month-to-month,dsl,105.76,1,1,4,0,1,6.9,0
CUST-02878,South,75,1,68,one-year,fiber,108.67,0,1,3,1,1,8.0,0
CUST-02879,Northeast,28,5,63,month-to-month,dsl,103.38,0,1,3,0,0,8.2,0
CUST-02880,West,75,2,71,one-year,fiber,93.54,1,1,1,0,0,8.3,0
CUST-02881,West,68,3,3,month-to-month,dsl,70.25,0,1,1,1,0,8.5,0
CUST-02882,Midwest,27,1,18,one-year,dsl,88.72,0,1,2,1,0,7.3,0
CUST-02883,South,30,2,41,one-year,fiber,125.85,1,0,3,1,0,7.9,1
CUST-02884,Midwest,29,5,4,month-to-month,dsl,99.07,1,1,4,4,0,4.8,1
CUST-02885,South,23,5,26,month-to-month,dsl,95.35,0,1,3,0,1,5.4,0
CUST-02886,Northeast,39,1,12,one-year,fiber,79.39,1,1,0,1,1,8.6,0
CUST-02887,Northeast,44,3,68,month-to-month,dsl,104.93,0,1,4,1,1,6.5,0
CUST-02888,Midwest,45,1,5,month-to-month,dsl,97.42,0,0,1,1,0,8.3,0
CUST-02889,West,67,5,11,month-to-month,fiber,77.28,1,1,0,2,0,6.7,1
CUST-02890,Northeast,44,3,15,two-year,fiber,115.08,0,1,2,0,1,7.9,0
CUST-02891,South,29,2,11,one-year,dsl,101.45,1,1,2,0,0,8.6,0
CUST-02892,Northeast,59,3,41,month-to-month,none,68.79,0,1,0,1,1,6.6,0
CUST-02893,South,56,2,27,two-year,dsl,78.3,1,0,1,4,0,4.8,0
CUST-02894,West,46,4,66,month-to-month,dsl,53.69,1,1,1,2,0,6.2,0
CUST-02895,Northeast,56,2,19,month-to-month,dsl,97.19,0,1,2,2,0,5.9,1
CUST-02896,Midwest,29,2,39,month-to-month,fiber,87.37,1,1,3,1,2,7.0,0
CUST-02897,Northeast,64,4,48,month-to-month,fiber,105.34,1,0,3,0,1,8.9,0
CUST-02898,Northeast,33,5,46,month-to-month,fiber,80.26,0,1,0,0,0,7.2,0
CUST-02899,Midwest,20,2,58,one-year,none,67.46,1,0,0,1,0,7.8,0
CUST-02900,South,42,3,15,month-to-month,dsl,71.81,0,1,3,0,0,8.1,0
CUST-02901,West,32,2,37,one-year,none,73.39,0,0,4,1,0,6.9,0
CUST-02902,South,49,1,58,month-to-month,fiber,94.15,0,1,0,1,0,7.6,0
CUST-02903,Midwest,45,2,63,month-to-month,fiber,94.88,0,0,1,0,0,8.8,1
CUST-02904,Northeast,73,1,45,month-to-month,dsl,47.29,1,0,0,0,0,8.5,0
CUST-02905,Midwest,42,4,47,one-year,fiber,105.35,1,0,2,1,2,7.4,0
CUST-02906,West,23,3,63,one-year,fiber,126.29,1,1,1,1,1,6.9,0
CUST-02907,South,48,3,45,month-to-month,dsl,86.96,0,1,0,0,0,7.7,0
CUST-02908,Northeast,66,3,69,month-to-month,dsl,82.59,0,1,4,0,1,6.9,0
CUST-02909,Midwest,33,2,10,month-to-month,dsl,89.01,0,1,3,1,0,6.8,0
CUST-02910,Northeast,36,3,26,one-year,fiber,110.02,0,1,2,2,1,6.7,0
CUST-02911,Midwest,28,1,9,month-to-month,fiber,87.62,1,0,3,2,0,6.8,0
CUST-02912,Northeast,61,1,7,one-year,fiber,93.67,1,0,1,2,1,8.0,0
CUST-02913,Midwest,28,1,34,month-to-month,fiber,140.97,1,1,4,1,0,7.0,0
CUST-02914,Midwest,33,1,17,month-to-month,fiber,95.35,1,1,2,0,3,7.7,1
CUST-02915,West,23,3,30,one-year,fiber,93.9,0,0,1,2,1,6.4,0
CUST-02916,Northeast,41,1,32,month-to-month,none,72.29,0,1,2,1,1,6.2,1
CUST-02917,West,70,2,45,month-to-month,fiber,99.5,1,1,2,1,0,8.1,0
CUST-02918,South,44,4,69,two-year,fiber,125.69,1,1,3,3,0,7.2,0
CUST-02919,Northeast,25,3,62,month-to-month,fiber,140.11,0,0,4,1,1,6.5,0
CUST-02920,West,63,4,28,month-to-month,dsl,75.61,0,1,1,3,0,3.4,0
CUST-02921,Midwest,39,2,24,month-to-month,fiber,104.16,1,1,3,2,0,8.0,0
CUST-02922,Midwest,27,1,56,month-to-month,fiber,101.09,0,1,0,1,0,8.0,0
CUST-02923,South,19,1,9,one-year,fiber,108.65,1,1,1,0,0,9.5,0
CUST-02924,Northeast,38,3,39,month-to-month,fiber,100.61,0,0,2,1,1,8.1,0
CUST-02925,Northeast,27,5,31,two-year,dsl,92.49,1,1,2,2,0,7.4,0
CUST-02926,West,49,5,14,one-year,fiber,123.83,0,1,3,3,0,6.2,0
CUST-02927,Northeast,43,1,45,two-year,fiber,75.29,1,1,0,1,0,6.3,0
CUST-02928,Midwest,57,1,24,one-year,dsl,99.74,1,1,4,3,0,6.9,0
CUST-02929,South,34,3,14,two-year,fiber,101.43,0,1,2,1,0,7.2,0
CUST-02930,West,22,1,48,one-year,dsl,57.04,1,0,2,0,0,7.7,0
CUST-02931,Midwest,24,1,13,month-to-month,fiber,115.93,1,0,3,0,0,6.9,0
CUST-02932,Northeast,23,2,49,month-to-month,dsl,76.36,1,1,3,2,1,5.8,0
CUST-02933,Northeast,34,5,12,one-year,fiber,102.65,1,1,2,1,0,6.7,0
CUST-02934,Northeast,61,2,32,month-to-month,fiber,71.66,1,1,2,5,0,6.2,1
CUST-02935,Midwest,50,1,59,one-year,fiber,101.21,0,1,1,2,0,8.1,0
CUST-02936,Northeast,39,1,17,month-to-month,none,82.79,0,1,2,1,0,6.6,0
CUST-02937,Northeast,32,4,56,one-year,fiber,97.52,0,1,1,1,0,8.8,0
CUST-02938,South,27,5,52,month-to-month,none,90.76,1,1,3,1,0,7.6,1
CUST-02939,Northeast,26,5,65,two-year,none,80.5,1,1,2,0,1,9.5,0
CUST-02940,South,33,4,13,month-to-month,fiber,92.48,1,0,1,1,1,7.8,0
CUST-02941,South,47,3,52,month-to-month,fiber,102.54,0,1,2,1,2,7.4,0
CUST-02942,South,53,4,68,one-year,fiber,107.79,1,1,4,0,0,8.7,0
CUST-02943,Northeast,74,1,55,one-year,none,66.52,1,1,2,2,0,6.7,0
CUST-02944,South,75,5,14,one-year,dsl,102.95,0,1,1,2,0,5.9,1
CUST-02945,Midwest,33,4,60,two-year,dsl,85.09,1,0,2,1,1,7.8,0
CUST-02946,South,61,1,8,month-to-month,fiber,110.34,0,1,3,4,2,5.1,0
CUST-02947,West,25,2,43,one-year,dsl,69.47,1,0,0,4,0,8.6,0
CUST-02948,South,65,5,36,month-to-month,fiber,109.97,1,0,2,0,1,8.5,0
CUST-02949,South,73,3,39,month-to-month,fiber,75.45,1,1,0,0,1,7.1,0
CUST-02950,Northeast,54,5,38,month-to-month,fiber,112.19,0,1,4,2,0,6.7,1
CUST-02951,Midwest,50,2,3,month-to-month,fiber,119.5,0,1,3,0,0,7.5,1
CUST-02952,Midwest,40,3,37,one-year,none,39.56,1,1,0,1,0,7.9,0
CUST-02953,Northeast,71,1,68,one-year,dsl,93.13,1,0,2,1,0,6.7,0
CUST-02954,West,75,5,32,month-to-month,fiber,101.06,0,1,4,0,1,8.4,0
CUST-02955,West,60,5,20,two-year,fiber,93.03,0,0,4,0,2,7.3,0
CUST-02956,West,22,5,72,month-to-month,dsl,81.72,1,1,0,4,2,6.0,0
CUST-02957,West,70,4,8,month-to-month,dsl,60.43,1,1,1,2,0,6.5,0
CUST-02958,Northeast,66,2,36,one-year,fiber,69.28,0,1,0,2,0,6.7,0
CUST-02959,West,39,1,37,month-to-month,fiber,142.0,0,1,1,0,0,8.4,0
CUST-02960,South,33,2,35,month-to-month,dsl,101.14,1,1,4,1,1,5.4,0
CUST-02961,West,64,4,67,one-year,none,91.67,1,1,3,2,1,8.0,0
CUST-02962,Northeast,54,4,31,month-to-month,dsl,78.69,1,1,1,0,1,9.2,0
CUST-02963,Midwest,63,5,71,month-to-month,fiber,83.59,1,1,1,3,0,7.8,0
