customer_id,region,age,household_size,tenure_months,contract_type,internet_service,monthly_charges,autopay,paperless_billing,streaming_services,support_tickets,late_payments,satisfaction_score,churned,predicted_churn_probability,revenue_at_risk
CUST-02442,West,67,3,1,month-to-month,fiber,111.19,1,1,2,1,0,7.5,1,0.6918056745067569,76.9218729484063
CUST-02443,Northeast,55,5,1,one-year,dsl,89.0,1,0,0,2,0,6.3,0,0.3373174087771637,30.02124938116757
CUST-02444,Midwest,66,3,16,two-year,dsl,107.64,0,0,4,1,0,7.2,0,0.23022739852670573,24.781677177414604
CUST-02445,Midwest,20,3,44,month-to-month,fiber,95.64,1,0,0,1,0,8.2,0,0.35193259810578503,33.65883368283728
CUST-02446,South,40,1,65,one-year,fiber,87.33,1,1,1,2,0,6.2,0,0.23557563989036065,20.572820631625195
CUST-02447,South,23,1,56,one-year,dsl,80.4,0,1,1,1,1,6.4,0,0.2829167045463615,22.746503045527465
CUST-02448,Midwest,59,3,47,one-year,fiber,108.22,1,0,2,0,0,7.8,0,0.12365713259483484,13.382174889413026
CUST-02449,West,35,2,57,one-year,dsl,111.82,1,0,3,0,1,7.6,0,0.10595668134271209,11.848076107742065
CUST-02450,South,49,1,13,one-year,dsl,93.93,1,1,4,2,0,8.1,0,0.22664684622556,21.288938265966852
CUST-02451,South,68,4,61,month-to-month,fiber,78.65,1,1,1,1,1,6.8,0,0.5185963477636119,40.78760275160808
CUST-02452,West,62,4,65,one-year,none,82.27,1,1,1,1,1,9.1,0,0.06722856378396866,5.5308939425071015
CUST-02453,West,57,1,7,month-to-month,dsl,76.63,1,1,0,3,1,5.3,0,0.847807092500975,64.9674574983497
CUST-02454,Midwest,21,5,34,two-year,fiber,92.62,0,1,2,0,0,8.5,0,0.11542391349696583,10.690562868088977
CUST-02455,Midwest,54,2,60,month-to-month,dsl,63.98,1,1,4,1,0,7.5,0,0.24372526446348403,15.593542420373707
CUST-02456,Northeast,38,2,35,month-to-month,fiber,110.94,0,1,0,1,0,7.3,0,0.6650260741541373,73.77799266665998
CUST-02457,Northeast,77,1,61,two-year,dsl,107.14,0,0,4,0,1,5.7,0,0.19546533572094515,20.942156069142065
CUST-02458,Northeast,38,5,68,month-to-month,fiber,103.84,0,0,1,0,0,6.9,0,0.4257424673556258,44.209097810208185
CUST-02459,South,62,5,35,month-to-month,fiber,130.87,1,0,4,3,1,6.0,0,0.8354127507094433,109.33046668534485
CUST-02460,Northeast,53,5,5,one-year,fiber,91.54,0,1,0,1,1,5.6,0,0.6615592986543883,60.559138198822716
CUST-02461,South,38,1,25,month-to-month,fiber,112.73,0,1,4,0,0,5.2,1,0.8200742479233076,92.44696996839447
CUST-02462,Northeast,30,5,16,month-to-month,fiber,92.39,0,0,1,1,0,6.2,0,0.7467241671468291,68.98984580269554
CUST-02463,West,33,1,35,month-to-month,fiber,85.72,0,1,1,3,2,6.0,1,0.9031885394337212,77.42132160025858
CUST-02464,South,49,4,43,month-to-month,none,35.74,1,1,1,2,0,7.4,0,0.3383820747676285,12.093775352195044
CUST-02465,Northeast,71,4,34,month-to-month,fiber,121.22,1,0,0,1,0,6.4,1,0.6210704962449682,75.28616555481504
CUST-02466,Northeast,76,5,15,month-to-month,fiber,115.81,1,1,3,2,0,6.8,0,0.7302466236426597,84.56986148405642
CUST-02467,Northeast,36,3,22,month-to-month,fiber,76.64,1,1,0,2,0,7.4,0,0.5721496574860901,43.849549749733946
CUST-02468,Midwest,20,2,49,month-to-month,dsl,70.8,0,0,2,1,0,8.5,0,0.29742028909391577,21.057356467849235
CUST-02469,West,31,4,2,month-to-month,fiber,125.27,1,1,4,1,1,8.5,0,0.6809556258965895,85.30331125606577
CUST-02470,South,48,3,16,one-year,dsl,85.69,1,0,2,0,0,9.3,0,0.07999865269156847,6.855084549140503
CUST-02471,Midwest,42,1,65,one-year,dsl,86.44,1,1,4,2,1,6.6,0,0.18552563229732047,16.03683565578038
CUST-02472,Northeast,26,4,8,month-to-month,fiber,105.26,1,1,3,2,0,7.0,1,0.7024389104909333,73.93871971827565
CUST-02473,South,28,4,30,month-to-month,none,83.09,1,1,3,1,0,7.6,0,0.39203661024118125,32.574321944939754
CUST-02474,Northeast,52,2,15,two-year,fiber,110.29,1,1,4,2,0,7.2,0,0.2631838467892765,29.026546462389305
CUST-02475,South,33,4,8,one-year,dsl,91.12,0,0,0,1,1,6.2,0,0.4995147488602789,45.515783916148614
CUST-02476,Northeast,32,2,31,month-to-month,fiber,130.53,1,1,1,1,0,8.8,0,0.45062448077860606,58.82001347603145
CUST-02477,West,40,3,38,month-to-month,dsl,85.34,0,1,1,1,0,7.7,0,0.47981523072411547,40.94743178999602
CUST-02478,Midwest,72,2,13,month-to-month,dsl,66.36,1,0,0,1,1,8.1,0,0.4715121202249453,31.28954429812737
CUST-02479,West,68,4,6,one-year,fiber,75.31,1,1,0,1,1,8.2,0,0.29974787984255674,22.574012830942948
CUST-02480,Midwest,37,1,10,two-year,fiber,88.47,1,0,0,1,1,7.3,0,0.25206993731746574,22.300627354476195
CUST-02481,Northeast,64,1,47,two-year,fiber,86.02,0,0,4,1,0,6.3,0,0.21836732330371494,18.783957150585557
CUST-02482,South,75,3,62,month-to-month,fiber,134.36,1,1,4,0,0,8.8,0,0.30836774487730856,41.43229020171518
CUST-02483,Northeast,34,4,13,month-to-month,none,46.4,1,1,2,1,3,7.4,0,0.6429723614267008,29.833917570198913
CUST-02484,Northeast,18,4,24,month-to-month,dsl,88.05,1,1,4,0,0,8.4,0,0.2620541520678581,23.073868089574905
CUST-02485,West,31,1,25,month-to-month,dsl,86.65,1,1,1,1,0,9.5,0,0.26728472989637053,23.160221845520507
CUST-02486,West,67,4,26,month-to-month,none,106.18,1,1,2,3,0,5.9,1,0.7306824114508992,77.58385844785649
CUST-02487,Northeast,24,5,18,one-year,dsl,96.43,1,1,4,1,0,7.6,0,0.15785165443507954,15.221635037174721
CUST-02488,South,33,4,4,month-to-month,dsl,71.83,0,1,0,1,2,7.0,0,0.8103139187505457,58.204848783851695
CUST-02489,South,75,1,38,two-year,fiber,96.81,1,1,0,0,0,8.0,0,0.10744760870987034,10.402002999202548
CUST-02490,South,30,4,26,month-to-month,fiber,95.58,1,1,2,0,0,7.9,1,0.4400438044400205,42.05938682837716
CUST-02491,Midwest,46,2,25,month-to-month,fiber,92.42,1,1,1,1,0,8.5,1,0.4517715778578817,41.75272922562543
CUST-02492,South,71,1,20,two-year,fiber,82.35,0,0,3,1,0,7.1,0,0.2863986011409022,23.584924803953296
CUST-02493,West,68,3,67,one-year,fiber,104.33,0,1,3,1,0,7.1,0,0.23652183154539977,24.676322685131556
CUST-02494,Northeast,36,1,44,month-to-month,fiber,114.91,0,0,1,0,0,8.4,0,0.4464945426649995,51.30668789763509
CUST-02495,Midwest,32,1,31,one-year,fiber,106.43,1,1,0,1,1,6.5,0,0.38128188782351013,40.57983132105618
CUST-02496,Midwest,53,1,15,month-to-month,fiber,71.44,1,1,0,2,1,6.7,1,0.7566106858289084,54.05226739561722
CUST-02497,Midwest,37,2,58,month-to-month,fiber,87.94,1,1,2,0,0,8.0,0,0.2756540079180109,24.24101345630988
CUST-02498,Midwest,62,5,64,month-to-month,fiber,99.86,0,1,1,0,0,8.4,0,0.3627777547545278,36.226986589787145
CUST-02499,Midwest,58,2,3,month-to-month,fiber,70.93,0,1,0,1,1,7.8,0,0.7762353954419832,55.05837659869987
CUST-02500,Northeast,43,5,67,one-year,fiber,103.13,1,0,3,1,0,7.8,0,0.09300304541314902,9.591404073458058
CUST-02501,West,42,1,51,month-to-month,dsl,89.3,0,1,4,1,0,7.2,0,0.47641997352229504,42.54430363554095
CUST-02502,South,24,3,8,one-year,dsl,95.07,0,1,4,2,1,6.8,1,0.5354072161643806,50.90116404074766
CUST-02503,Northeast,59,2,55,one-year,fiber,91.81,0,0,0,0,0,7.9,0,0.14826375029961472,13.612094915007628
CUST-02504,Midwest,73,2,8,month-to-month,fiber,100.63,1,0,0,1,1,8.5,0,0.6261720427532053,63.011692662255044
CUST-02505,Midwest,70,3,4,month-to-month,fiber,89.0,1,1,2,3,1,6.7,1,0.8489987713156646,75.56089064709415
CUST-02506,South,56,5,9,month-to-month,fiber,135.58,0,1,4,4,1,6.5,1,0.9469428286730044,128.38650871148596
CUST-02507,Northeast,61,4,34,one-year,fiber,122.17,0,1,2,1,0,6.9,1,0.39535590009902394,48.300630315097756
CUST-02508,West,71,1,45,one-year,none,111.99,1,1,2,1,0,9.0,0,0.09609496096525186,10.761674678498554
CUST-02509,West,31,5,30,one-year,fiber,127.13,1,1,4,5,0,5.8,0,0.6266701285826719,79.66857344671507
CUST-02510,South,64,1,9,month-to-month,fiber,130.87,1,0,3,0,0,8.7,0,0.5287317169767726,69.19511980075023
CUST-02511,South,24,3,15,month-to-month,dsl,112.22,0,1,4,1,0,5.6,0,0.7926198530276548,88.94779990676342
CUST-02512,West,64,4,62,month-to-month,fiber,124.5,0,1,4,4,0,7.1,1,0.7660244540889543,95.37004453407481
CUST-02513,South,31,3,70,month-to-month,fiber,97.19,1,1,4,3,0,6.8,1,0.5292097256936079,51.43389324016175
CUST-02514,Northeast,53,3,55,one-year,fiber,107.7,1,1,2,3,0,8.5,0,0.17408383938797112,18.74882950208449
CUST-02515,South,18,4,8,month-to-month,none,79.73,1,0,1,5,0,6.4,1,0.785668532765663,62.64135211740631
CUST-02516,Midwest,18,5,60,month-to-month,fiber,118.08,1,0,0,0,1,6.0,1,0.5283477296053494,62.38729991179965
CUST-02517,Midwest,56,2,50,month-to-month,dsl,107.15,0,1,3,1,1,8.4,0,0.5017191778899572,53.75920991090892
CUST-02518,South,70,5,38,month-to-month,dsl,95.91,1,1,1,1,0,7.7,0,0.3928950490148938,37.68256415101846
CUST-02519,Northeast,24,1,11,one-year,fiber,85.51,0,1,0,2,0,7.7,0,0.4167601500104877,35.63716042739681
CUST-02520,West,67,5,72,month-to-month,dsl,99.25,0,1,4,3,0,6.7,1,0.5662443658563129,56.19975331123905
CUST-02521,Northeast,63,2,32,two-year,fiber,75.16,1,1,2,1,1,7.6,0,0.16179956424251993,12.160855248467797
CUST-02522,Midwest,61,4,4,two-year,fiber,113.73,1,1,2,3,2,5.9,0,0.6681946314598837,75.99377543593258
CUST-02523,Northeast,34,2,16,two-year,fiber,132.02,1,0,3,1,1,8.3,0,0.2101235484115712,27.74051086129563
CUST-02524,Midwest,70,5,29,one-year,none,81.34,1,0,1,1,1,6.9,0,0.21767045356077422,17.705314692633376
CUST-02525,South,54,3,5,one-year,fiber,115.65,1,1,4,0,0,8.5,0,0.23252068036346132,26.8910166840343
CUST-02526,Northeast,29,4,24,one-year,fiber,74.7,1,0,2,0,0,9.7,0,0.0659615606996979,4.927328584267434
CUST-02527,Northeast,70,2,34,month-to-month,none,64.68,0,0,2,3,1,4.9,1,0.8375551103115629,54.1730645349519
CUST-02528,South,34,3,69,month-to-month,fiber,88.02,1,0,1,2,0,6.8,0,0.4322636884681157,38.047849858963545
CUST-02529,Northeast,47,4,7,one-year,dsl,112.3,1,1,3,2,1,8.2,0,0.299360625435452,33.618198236401255
CUST-02530,Midwest,27,3,42,month-to-month,dsl,49.92,1,0,1,2,1,6.0,0,0.5174585167778047,25.831529157548015
CUST-02531,West,41,1,66,month-to-month,dsl,94.66,1,0,3,1,1,5.6,0,0.4848847226509959,45.89918784614327
CUST-02532,South,56,5,59,two-year,dsl,81.18,1,1,4,1,2,5.6,0,0.20013033134521815,16.246580298604812
CUST-02533,West,71,2,67,month-to-month,dsl,88.05,0,1,0,0,2,6.9,0,0.5597375760226528,49.28489356879458
CUST-02534,Midwest,44,1,13,month-to-month,fiber,73.05,0,0,2,1,2,8.3,1,0.7491575506401421,54.72595907426238
CUST-02535,Northeast,55,4,58,one-year,none,91.44,1,1,3,0,1,7.5,0,0.09917062864466006,9.068162283267716
CUST-02536,South,24,3,71,month-to-month,none,73.13,0,1,1,1,0,7.0,0,0.3784757016567386,27.677928062157292
CUST-02537,Midwest,32,3,24,two-year,none,40.3,1,1,0,1,0,7.9,0,0.06696805134391604,2.698812469159816
CUST-02538,Midwest,52,2,36,month-to-month,dsl,109.28,0,1,2,1,0,8.3,0,0.4935597085082943,53.9362049457864
CUST-02539,South,20,1,39,two-year,dsl,105.95,0,0,2,2,1,7.6,0,0.23739059560701134,25.151533604562854
CUST-02540,South,38,4,36,one-year,dsl,108.03,1,0,4,1,1,7.5,0,0.19111380472198866,20.646024324116436
CUST-02541,Midwest,21,2,21,month-to-month,fiber,110.68,0,1,4,2,0,7.3,1,0.7654100794141127,84.71558758955399
CUST-02542,Midwest,47,4,70,month-to-month,fiber,83.09,1,0,0,0,0,9.1,0,0.14908338287855558,12.387338283379183
CUST-02543,West,33,5,69,month-to-month,dsl,88.25,0,1,1,3,1,4.5,0,0.7894594253379936,69.66979428607793
CUST-02544,Northeast,33,2,28,month-to-month,dsl,78.28,1,0,0,3,1,5.9,0,0.7007516842174425,54.8548418405414
CUST-02545,Northeast,45,3,58,month-to-month,fiber,106.71,1,1,4,1,1,6.2,0,0.5911955361426776,63.08647566178512
CUST-02546,Midwest,27,4,29,two-year,fiber,76.23,1,1,1,1,2,6.7,0,0.27503365265450685,20.96581534185306
CUST-02547,South,63,3,58,month-to-month,dsl,103.75,0,1,4,0,1,8.2,0,0.42799451188471455,44.404430608039135
CUST-02548,West,45,3,43,two-year,fiber,99.57,0,0,0,1,1,6.3,1,0.32704463103513515,32.563833912168406
CUST-02549,Midwest,72,3,34,month-to-month,none,91.44,1,0,2,1,1,9.4,0,0.311412985806806,28.475603422174338
CUST-02550,Northeast,31,1,10,two-year,dsl,87.87,1,1,0,4,1,6.6,0,0.39600023162541187,34.79654035292494
CUST-02551,West,21,4,48,month-to-month,fiber,119.68,1,0,2,0,2,7.1,0,0.5799726960493999,69.41113226319219
CUST-02552,West,42,4,24,month-to-month,fiber,84.57,1,1,0,0,0,8.0,0,0.4124480344877679,34.88073027663053
CUST-02553,Northeast,24,3,16,one-year,dsl,71.83,1,1,0,1,1,6.5,1,0.2677455908632139,19.232165791704656
CUST-02554,West,40,1,14,month-to-month,fiber,92.47,1,0,0,1,0,6.2,1,0.6811153283557477,62.982734413055994
CUST-02555,South,64,1,71,one-year,dsl,110.05,1,1,3,1,2,7.1,0,0.20819073350317066,22.91139022202393
CUST-02556,Northeast,74,5,8,month-to-month,fiber,128.9,1,0,3,3,0,7.6,0,0.7478382961247002,96.39635637047387
CUST-02557,Northeast,45,1,58,month-to-month,fiber,107.24,1,1,2,3,0,5.2,1,0.7241110594254825,77.65367001278874
CUST-02558,Northeast,29,5,63,month-to-month,fiber,81.06,1,1,0,3,0,7.6,0,0.41940747649078536,33.997170044343065
CUST-02559,Northeast,41,1,3,one-year,dsl,94.03,1,1,1,2,1,6.9,0,0.40497851158616455,38.08012944444705
CUST-02560,West,35,1,43,month-to-month,none,66.04,0,1,1,2,0,7.0,0,0.5574848571812985,36.816299968252956
CUST-02561,West,25,2,42,month-to-month,none,88.07,0,1,4,3,0,6.3,0,0.7038301669122504,61.98632279996189
CUST-02562,West,65,2,26,month-to-month,fiber,102.23,1,0,3,1,1,8.0,0,0.5805131626178927,59.34586061442717
CUST-02563,Midwest,61,2,49,month-to-month,dsl,102.82,1,0,0,1,1,8.3,0,0.3554420774582179,36.54655440425396
CUST-02564,South,35,1,30,month-to-month,fiber,94.97,0,0,0,1,0,7.1,1,0.6824158185151362,64.80903028438249
CUST-02565,West,47,1,32,two-year,dsl,78.5,1,1,1,1,0,8.4,0,0.06948275752750725,5.454396465909319
CUST-02566,West,46,4,32,month-to-month,none,73.05,1,1,1,1,0,8.7,0,0.27569295058405585,20.13937004016528
CUST-02567,South,43,5,58,one-year,fiber,102.12,1,1,2,1,0,8.6,0,0.10529829344616796,10.753061726722674
CUST-02568,Northeast,63,1,46,month-to-month,none,74.4,1,1,4,5,1,4.7,1,0.835613235831198,62.16962474584113
CUST-02569,West,59,4,28,month-to-month,fiber,98.72,0,1,0,0,1,7.4,0,0.7012139576227071,69.22384189651365
CUST-02570,South,18,3,67,month-to-month,fiber,82.14,1,0,2,1,0,6.7,1,0.364094808438951,29.906747565175433
CUST-02571,Midwest,31,4,58,month-to-month,dsl,88.53,0,0,2,2,0,8.4,0,0.3535453246445438,31.299367590781465
CUST-02572,West,75,2,68,month-to-month,none,58.92,1,1,3,0,0,8.4,0,0.14012880928599922,8.256389443131074
CUST-02573,Northeast,42,2,53,month-to-month,fiber,67.77,0,0,2,0,0,6.6,0,0.46524721819401377,31.52980397700831
CUST-02574,South,45,4,29,month-to-month,dsl,102.63,1,0,2,3,1,5.4,1,0.790046712606168,81.08249411477102
CUST-02575,Northeast,63,4,56,two-year,fiber,77.63,1,0,1,0,0,8.3,0,0.04360438031106707,3.3850080435481367
CUST-02576,West,63,4,24,month-to-month,dsl,107.71,1,1,4,0,1,9.1,0,0.356841436846683,38.435391162756225
CUST-02577,Northeast,51,1,20,month-to-month,dsl,84.42,1,0,1,1,1,7.1,0,0.5401169577384534,45.59667357228023
CUST-02578,Northeast,73,3,33,month-to-month,fiber,93.75,1,1,0,3,0,7.0,1,0.6735961014165736,63.14963450780377
CUST-02579,South,53,5,70,month-to-month,dsl,65.94,1,0,0,1,1,6.7,0,0.32680518828726923,21.54953411566253
CUST-02580,South,70,3,41,one-year,dsl,71.35,0,0,0,0,0,8.8,0,0.097730693568683,6.9730849861255315
CUST-02581,Midwest,45,5,28,month-to-month,fiber,95.38,0,1,1,0,1,8.8,0,0.5603407484804475,53.445300590065074
CUST-02582,West,31,4,34,one-year,fiber,132.55,1,1,4,1,1,8.4,0,0.24691927089580917,32.72914935723951
CUST-02583,Midwest,24,2,21,month-to-month,fiber,81.5,0,1,0,0,0,5.6,0,0.7482055614250187,60.97875325613902
CUST-02584,Northeast,51,3,48,month-to-month,none,67.26,1,0,0,2,1,6.6,0,0.4796070078832236,32.25836735022562
CUST-02585,Midwest,71,2,26,two-year,dsl,95.28,0,1,2,1,0,6.7,0,0.24057854075714497,22.922323363340773
CUST-02586,Midwest,42,3,40,month-to-month,dsl,87.65,1,1,2,2,0,7.6,0,0.40878608049936177,35.830099955769064
CUST-02587,Northeast,61,1,27,one-year,dsl,51.15,0,1,2,2,1,6.9,0,0.35452348947464524,18.133876486628104
CUST-02588,West,49,1,24,month-to-month,dsl,56.08,1,0,0,1,0,9.1,0,0.23998365107792066,13.45828315244979
CUST-02589,Midwest,66,4,70,two-year,fiber,104.49,0,1,1,0,1,7.7,0,0.13842948951096196,14.464497359000415
CUST-02590,West,64,2,25,month-to-month,fiber,91.43,1,0,1,1,0,7.6,0,0.5164643750881819,47.22033781431247
CUST-02591,Northeast,59,5,6,month-to-month,dsl,101.65,0,1,3,2,1,6.4,1,0.8400718347377998,85.39330200109735
CUST-02592,West,39,2,28,one-year,fiber,116.86,1,1,3,4,0,6.9,0,0.47766606311940646,55.820056136133836
CUST-02593,West,42,4,39,month-to-month,fiber,141.78,0,1,4,4,0,4.8,1,0.926900537898378,131.41595826323203
CUST-02594,West,46,3,7,month-to-month,dsl,65.04,1,0,2,2,0,6.1,0,0.6263944173238282,40.740692902741785
CUST-02595,Midwest,67,2,23,two-year,dsl,91.75,1,0,2,0,2,7.4,0,0.16699854226490557,15.322116252805086
CUST-02596,Northeast,54,4,12,one-year,dsl,88.19,1,0,2,1,2,7.9,0,0.26365529410770094,23.251760387358146
CUST-02597,South,28,3,37,one-year,fiber,87.65,1,1,1,0,1,9.1,0,0.1261010956151056,11.052761030664007
CUST-02598,Midwest,34,5,53,one-year,none,78.79,1,0,0,1,1,7.6,0,0.10978745898383055,8.65015389333601
CUST-02599,South,36,2,70,one-year,fiber,113.96,1,0,2,0,0,9.0,0,0.060787272849138624,6.927317613887837
CUST-02600,South,54,2,29,two-year,fiber,95.22,0,1,1,3,0,7.0,0,0.4115260711273044,39.18551249274192
CUST-02601,South,63,1,63,one-year,none,47.65,1,0,1,0,0,8.4,0,0.039022769044902136,1.8594349449895868
CUST-02602,Midwest,26,3,16,month-to-month,dsl,130.62,0,1,3,3,0,6.1,1,0.8510481780372179,111.16391301522141
CUST-02603,Midwest,61,3,57,month-to-month,none,68.3,1,0,0,5,0,6.0,0,0.618896057796823,42.27060074752301
CUST-02604,Midwest,55,4,41,one-year,dsl,73.41,0,1,0,0,0,9.9,0,0.06692925872225022,4.913276882800389
CUST-02605,Northeast,30,1,55,one-year,dsl,102.63,1,1,1,0,2,8.8,0,0.10149340993995327,10.416268662137405
CUST-02606,Northeast,26,2,55,month-to-month,fiber,101.88,1,1,2,0,0,9.2,0,0.211038386501063,21.500590816728298
CUST-02607,West,26,2,39,month-to-month,fiber,141.94,1,1,4,0,0,9.9,0,0.2910100081418688,41.30596055565685
CUST-02608,West,64,3,19,month-to-month,none,80.12,0,1,2,0,0,7.2,0,0.5585584743348743,44.75170496371013
CUST-02609,Midwest,32,2,38,month-to-month,dsl,104.33,1,1,1,2,0,7.6,0,0.4532819951983723,47.29091055904618
CUST-02610,South,29,3,60,two-year,fiber,98.17,1,0,1,2,0,8.7,0,0.07263586397271714,7.130662766201642
CUST-02611,South,43,5,70,month-to-month,fiber,85.26,0,1,1,0,0,8.7,0,0.2943319888125091,25.094745366154527
CUST-02612,Midwest,56,2,67,one-year,fiber,144.92,0,1,1,3,0,6.0,0,0.5207228681975967,75.4631580591957
CUST-02613,West,44,5,14,one-year,fiber,126.79,1,1,3,2,1,6.4,1,0.5551042744651425,70.38167095943543
CUST-02614,South,52,1,44,two-year,dsl,83.12,1,1,3,2,0,8.8,0,0.06899567803773309,5.734920758496374
CUST-02615,West,39,3,8,month-to-month,fiber,88.15,0,1,3,1,0,7.7,1,0.7071182789580855,62.33247629015524
CUST-02616,South,43,1,49,two-year,fiber,107.39,1,1,1,2,0,7.6,0,0.15834559526924846,17.004733475964592
CUST-02617,South,53,3,72,one-year,none,91.13,0,1,1,1,1,7.4,0,0.19037784811624986,17.34913329883385
CUST-02618,Midwest,56,2,4,one-year,dsl,83.01,1,0,0,0,0,9.8,0,0.08036256474053463,6.67089649911178
CUST-02619,West,62,1,48,month-to-month,fiber,119.37,1,1,3,1,0,8.4,0,0.420870940409842,50.23936415672284
CUST-02620,Midwest,68,5,69,month-to-month,fiber,147.36,0,0,4,1,0,7.1,1,0.5835062160534129,85.98547599763093
CUST-02621,West,37,4,61,one-year,fiber,108.99,0,1,0,3,0,7.4,0,0.3351738887692803,36.53060213696386
CUST-02622,West,25,1,29,month-to-month,fiber,79.46,1,0,0,1,2,7.2,1,0.6609943154281916,52.5226083039241
CUST-02623,Northeast,23,4,8,month-to-month,fiber,86.71,0,1,1,1,2,7.6,1,0.8170781157965968,70.8488434207229
CUST-02624,West,58,1,67,one-year,fiber,117.51,1,1,3,2,0,8.6,0,0.132041773084484,15.516228755157716
CUST-02625,West,43,3,67,one-year,fiber,103.15,1,1,1,3,1,7.7,0,0.2443131122807322,25.200897531757526
CUST-02626,West,42,4,42,month-to-month,fiber,108.16,1,1,0,1,0,6.0,1,0.6186103811223089,66.90889882218893
CUST-02627,Midwest,62,1,71,month-to-month,fiber,105.71,1,0,1,1,0,8.0,0,0.3053651902589152,32.280154262269924
CUST-02628,West,58,5,1,month-to-month,none,87.83,0,1,1,1,0,8.6,0,0.5845461595135214,51.34068919007258
CUST-02629,Midwest,72,1,45,two-year,fiber,98.68,0,0,1,2,0,6.5,0,0.3027057983582526,29.87100818199237
CUST-02630,West,70,1,3,two-year,fiber,120.26,1,0,2,3,0,8.6,0,0.2840518074856345,34.16007036822241
CUST-02631,South,62,3,68,month-to-month,dsl,87.98,1,1,1,2,1,7.3,0,0.4275797197858191,37.61846374675637
CUST-02632,Northeast,57,4,49,month-to-month,fiber,88.15,0,1,0,2,0,7.6,1,0.5957968831331578,52.519495248187866
CUST-02633,West,71,3,66,month-to-month,fiber,100.54,1,1,0,0,0,9.0,0,0.21737419601190264,21.854801667036693
CUST-02634,Midwest,27,1,41,month-to-month,dsl,99.17,1,0,3,3,1,5.0,1,0.7577536745594774,75.14643190606337
CUST-02635,West,75,1,6,two-year,dsl,108.94,1,1,3,0,1,9.1,0,0.12368625068570409,13.474380149700604
CUST-02636,Northeast,42,1,2,month-to-month,fiber,112.53,1,0,1,0,0,8.5,0,0.4969412601354513,55.92080000304234
CUST-02637,Northeast,32,5,25,month-to-month,dsl,102.88,0,0,4,1,0,6.9,0,0.5805176751699006,59.72365842147937
CUST-02638,South,50,5,54,month-to-month,dsl,64.94,0,0,2,3,0,7.7,0,0.4747767002092534,30.831998911588915
CUST-02639,Midwest,71,1,11,month-to-month,fiber,94.14,1,1,3,1,0,5.8,0,0.7561110364509962,71.18029297149678
CUST-02640,West,25,4,62,two-year,fiber,106.64,0,1,3,2,0,6.5,1,0.2350078231794789,25.06123426385963
CUST-02641,Midwest,28,5,18,one-year,fiber,111.65,1,0,1,1,0,9.2,0,0.14867531063593764,16.59959843250244
CUST-02642,Midwest,56,3,36,one-year,dsl,63.38,1,0,2,0,0,9.4,0,0.04299273874070158,2.724879781385666
CUST-02643,South,58,1,15,month-to-month,fiber,108.87,0,1,2,2,2,5.8,1,0.9398221371170185,102.31843606792981
CUST-02644,Midwest,60,1,34,two-year,fiber,101.97,1,1,2,1,0,7.3,0,0.1640449214273007,16.727660637941852
CUST-02645,Northeast,71,4,33,month-to-month,fiber,106.34,0,0,3,1,0,7.2,0,0.6506398221847821,69.18903869112974
CUST-02646,Midwest,63,3,1,two-year,none,73.43,0,1,1,0,0,8.6,0,0.14028830119684835,10.301369956884574
CUST-02647,Northeast,66,1,41,two-year,fiber,75.91,1,1,0,2,0,7.0,0,0.163208988316662,12.389194303117812
CUST-02648,Northeast,25,1,57,month-to-month,fiber,95.71,1,1,0,1,1,7.3,0,0.4824497855717566,46.175268977072825
CUST-02649,Northeast,39,3,68,two-year,fiber,123.98,0,0,2,1,1,7.6,0,0.17254998989422946,21.392747747086567
CUST-02650,West,60,2,24,month-to-month,dsl,101.26,1,1,4,1,0,7.3,0,0.48817248374561223,49.432345704080696
CUST-02651,Northeast,67,5,64,one-year,fiber,102.33,0,1,1,0,0,7.9,0,0.1451093265234687,14.849037383146552
CUST-02652,Northeast,39,4,64,month-to-month,none,76.82,1,1,2,0,0,7.2,0,0.20564218338372853,15.797432527538025
CUST-02653,West,52,3,72,month-to-month,fiber,93.4,1,1,0,0,2,7.7,0,0.41816908346930226,39.05699239603283
CUST-02654,Northeast,30,3,27,month-to-month,fiber,115.66,0,1,3,1,0,7.4,1,0.6828229567580745,78.9753031786389
CUST-02655,Midwest,69,3,62,month-to-month,fiber,94.6,1,1,0,1,0,6.8,0,0.44743665365772234,42.32750743602053
CUST-02656,Northeast,49,4,41,month-to-month,fiber,82.34,1,1,2,1,0,7.9,0,0.3848043608800184,31.684791074860716
CUST-02657,South,23,3,5,month-to-month,fiber,133.34,0,0,4,0,1,8.8,1,0.7143887523494779,95.25659623827939
CUST-02658,West,52,1,20,one-year,dsl,65.11,0,1,1,0,0,8.4,0,0.15339849222844174,9.987775828993842
CUST-02659,South,33,3,49,month-to-month,fiber,118.73,1,0,4,0,1,8.4,0,0.3969813974340553,47.13360131734539
CUST-02660,South,45,4,12,month-to-month,dsl,83.43,0,1,0,0,0,8.9,0,0.4450047942547261,37.126749984671804
CUST-02661,West,38,5,32,two-year,fiber,102.16,0,1,0,1,0,7.7,0,0.21420224810460453,21.882901666366397
CUST-02662,Midwest,68,5,56,two-year,dsl,56.28,0,0,0,1,2,8.1,0,0.1180514474304816,6.643935461387504
CUST-02663,West,68,4,11,month-to-month,fiber,90.52,1,1,1,1,0,5.6,0,0.7554099472862681,68.37970842835298
